x,y,k,s
86.00825184702028,-2.023338540270456,0,97.49660465116278
86.25662926273257,-1.9953134494863072,0,97.74655813953487
86.50500667844487,-1.9672883587021588,0,97.99651162790697
86.75338409415716,-1.9392632679180104,0,98.24646511627905
87.00176150986945,-1.9112381771338618,0,98.49641860465115
87.25013892558175,-1.8832130863497134,0,98.74637209302324
87.49851634129405,-1.8551879955655648,0,98.99632558139534
87.74689375700635,-1.8271629047814162,0,99.24627906976744
87.99527117271863,-1.7991378139972678,0,99.49623255813952
88.24364858843093,-1.7711127232131194,0,99.74618604651162
88.49202600414323,-1.7430876324289708,0,99.99613953488371
88.74040341985553,-1.7150625416448222,0,100.24609302325581
88.98878083556782,-1.6870374508606738,0,100.4960465116279
89.2371582512801,-1.6590123600765252,0,100.746
89.4855356669924,-1.6309872692923768,0,100.99595348837208
89.7339130827047,-1.6029621785082282,0,101.24590697674418
89.982290498417,-1.5749370877240798,0,101.49586046511627
90.2306679141293,-1.5469119969399312,0,101.74581395348837
90.47904532984158,-1.5188869061557828,0,101.99576744186045
90.72742274555388,-1.4908618153716344,0,102.24572093023255
90.97580016126618,-1.4628367245874856,0,102.49567441860464
91.22417757697848,-1.4348116338033372,0,102.74562790697674
91.47255499269077,-1.4067865430191888,0,102.99558139534882
91.72093240840306,-1.3787614522350404,0,103.24553488372092
91.96930982411536,-1.3507363614508916,0,103.495488372093
92.21768723982765,-1.3227112706667432,0,103.7454418604651
92.46606465553995,-1.2946861798825948,0,103.9953953488372
92.71444207125225,-1.2666610890984462,0,104.24534883720929
92.96281948696453,-1.2386359983142976,0,104.49530232558139
93.21119690267683,-1.2106109075301492,0,104.74525581395348
93.45957431838913,-1.1825858167460006,0,104.99520930232558
93.70795173410143,-1.1545607259618522,0,105.24516279069766
93.95632914981373,-1.1265356351777036,0,105.49511627906976
94.20470656552601,-1.0985105443935552,0,105.74506976744185
94.45308398123831,-1.0704854536094066,0,105.99502325581395
94.7014613969506,-1.0424603628252582,0,106.24497674418603
94.9498388126629,-1.0144352720411098,0,106.49493023255813
95.1982162283752,-0.986410181256961,0,106.74488372093022
95.44659364408749,-0.9583850904728126,0,106.99483720930232
95.69497105979978,-0.9303599996886642,0,107.2447906976744
95.94334847551208,-0.9023349089045158,0,107.4947441860465
96.19172589122438,-0.874309818120367,0,107.7446976744186
96.44010330693666,-0.8462847273362186,0,107.99465116279069
96.68848072264896,-0.81825963655207,0,108.24460465116277
96.93685813836126,-0.7902345457679214,0,108.49455813953487
97.18523555407356,-0.7622094549837732,0,108.74451162790697
97.43361296978586,-0.7341843641996246,0,108.99446511627906
97.68199038549815,-0.706159273415476,0,109.24441860465114
97.93036780121044,-0.6781341826313279,0,109.49437209302324
98.17874521692274,-0.6501090918471792,0,109.74432558139534
98.42712263263503,-0.6220840010630306,0,109.99427906976743
98.67550004834732,-0.5940589102788825,0,110.24423255813953
98.92387746405961,-0.5660338194947334,0,110.49418604651162
99.17225487977191,-0.5380087287105848,0,110.74413953488371
99.42063229548421,-0.5099836379264366,0,110.9940930232558
